name,health-resource,address,lat,long
ILOILO GRACE PHARMACY,pharmacy,"Gaisano Grand Mall , Brgy., Poblacion Zone II, Estancia , Iloilo, Estancia, Iloilo",,
XL PHARMACY & MEDICAL SUPPLIES,pharmacy,"#4 Descartin Building corner AB Parreño-Galo, Barangay 20, Bacolod, Negros Occidental",,
FARMACIA ALEXA,pharmacy,"Brgy. Poblacion, Dumalag, Capiz",,
PDL PHARMACY,pharmacy,"Lot 6 Blk. 1, Akishola Village, Villamonte, Bacolod, Negros Occidental",,
3J5N Pharmacy,pharmacy,"Pontevedra Public Market, Brgy. II (Pob.), Pontevedra, Negros Occidental",,
FARMACIA NI DOK,pharmacy,"GROUND FLOOR SUNFLOWER RESORT, BRGY. BALABAG, BORACAY ISLAND, MALAY, AKLAN, N/A, Malay, Aklan",,
ONEBELLSHIRE CORPORATION,pharmacy,"Unit 228-229 2nd Floor Del Rio 2 Bldg. BS Aquino Drive, Barangay 5, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Teresita G. Aplaon Bldg., Tan Lorenzo St., Kabankalan, Negros Occidental",,
GRIN'S DRUGSTORE,pharmacy,"Purok Paglaum, Barangay Tabu, Ilog, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Blk. 3, Lot 11 & 12 Fortune Towne, Brgy. Estefania, Bacolod, Negros Occidental",,
FARMACIA LUCIA,pharmacy,"Rizal St., Ilawod, Public Market, , Pontevedra, Capiz",,
STO. ROSARIO DRUGSTORE 1,pharmacy,"Kapitan Sabi Mabini St., Talisay, Negros Occidental",,
Mercury Drug,pharmacy,"Northpoint, Atrium Bldg., B.S. Aquino Drive, Villamonte, Bacolod, Negros Occidental",,
LIBRE PHARMACY,pharmacy,"Stall # A3-35, Public Market, Poblacion 3, Cadiz, Negros Occidental",,
GENERAL NUTRITION CENTER (GNC) NATURAL HEALTH PHARMACY,pharmacy,"Level 1-Unit 90 South Wing Robinson's Place, Brgy. Mandalagan, Bacolod, Negros Occidental",,
ALOHA PHARMACY,pharmacy,"Centro Poblacion, Culasi, Antique",,
MERCURY DRUG,pharmacy,"San Roque Ext., Brgy. VIII, Roxas, Capiz",,
GLADES PHARMACY,pharmacy,"Sipalay Public Market, Brgy. Poblacion, Sipalay, Negros Occidental",,
MALAY MUNICIPAL PHARMACY,pharmacy,"Barangay Motag, Malay, Aklan",,
CATICLAN DRUGSTORE,pharmacy,"Caticlan, Malay, Aklan",,
GENERAL NUTRITION CENTER (GNC) NATURAL HEALTH PHARMACY,pharmacy,"EX205, North Wing, SM City Bacolod, Brgy. 12, Bacolod, Negros Occidental",,
GOODY'S DRUGSTORE,pharmacy,"Real St., Poblacion, Patnongon, Antique",,
.FORSIGHT DISTRIBUTION INC. ,pharmacy,"Sta. Isabelle International School, Q. Abeto, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Roanni Sisnorio & Vincent Pedrola Building (RSVP Building), F. Parcon Street, Barangay F. Parcon Ward (Poblacion), Pototan, Iloilo",,
EC LUMANOG PHARMACY,pharmacy,"Toboso New Public Market, Toboso, Negros Occidental",,
MERCURY DRUG,pharmacy,"SIL-GFS-4&5, Ground Floor, Gaisano Grand Mall, Rizal St., Barangay Mambulac, Silay, Negros Occidental",,
MERCURY DRUG,pharmacy,"Units 17, 18, & 19 Ground Floor, O Residences Lacson St., Brgy. Mandalagan, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Poblacion Norte, Ivisan, Capiz",,
SOUTH STAR DRUG,pharmacy,"Robinsons Jaro, E. Lopez St., Brgy. San Vicente, Jaro, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Gen. Luna St., Brgy. Sampaguita, Iloilo City, Iloilo",,
HEALTHY EXPRESS DRUGMART,pharmacy,"BURGOS ST., LAPAZ, Iloilo City, Iloilo",,
I S MEDICINE CORNER,pharmacy,"Brgy. Tagbac, Jaro, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"ALVAREZ STREET BARANGAY ZONE 7, Pulupandan, Negros Occidental",,
MERCURY DRUG,pharmacy,"Mabini-Libertad, Bacolod, Negros Occidental",,
SUJAN'S PHARMACY,pharmacy,"Lot 1, Block 3, Zone 1, Margarita-Everlasting St., Bo. Obrero, Lapuz, Iloilo City, Iloilo",,
PABULUM DRUGSTORE,pharmacy,"Yulod Drive, Brgy. Quezon, Arevalo, Iloilo City, Iloilo",,
XL PHARMACY & MEDICAL SUPPLIES,pharmacy,"NMA BLDG., C.V. RAMOS AVE., BRGY. TACULING, Bacolod, Negros Occidental",,
EDING'S DRUGSTORE,pharmacy,"#17 Carbajosa Street, Brgy.Suba, Calatrava, Negros Occidental",,
TITO DOK ESCANLAR PHARMACY,pharmacy,"Mabini Street, Poblacion West, Oton, Iloilo",,
ILOILO GRACE PHARMACY,pharmacy,"Ground Floor Robinson's Place Iloilo, cor. Quezon de Leon Sts., Iloilo City, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Lopues Annex Bldg., Lacson St., Mandalagan, Bacolod, Negros Occidental",,
RDP PHARMACY,pharmacy,"Rumbang, Pototan, Iloilo",,
NEJ PHARMACY,pharmacy,"Barangay Sum-ag, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Lot 22 Block 1, Lucky Homes Subd., Brgy. Handumanan, Bacolod, Negros Occidental",,
PHARMADOO MEDICAL GROUP INC.,pharmacy,"2F Westland Gateway Complex, Brgy. San Rafael, Mandurriao, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Kiosk D-20 Triangle,  Island Plaza Mall Shopping Center, B. S. Aquino Drive, Brgy. Villamonte, , Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"Burgos Extension, Brgy. Villamonte, Bacolod, Negros Occidental",,
FARMACIA DE SALVACION,pharmacy,"Rizal, San Carlos, Negros Occidental",,
RACHEL'S PHARMACY,pharmacy,"Barangay Pojo, Bugasong, Antique",,
IM4 PHARMACY,pharmacy,"Poblacion II, Hamtic, Antique",,
MJY DRUGSTORE,pharmacy,"Roxas Ave., Brgy. Pob. II, Sagay, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Lopue's San Sebastian Bldg., Araneta cor. San Sebastian St., Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Vicente Bldg., Lot 719 Araneta Street,  Brgy. Sum-ag, Bacolod, Negros Occidental",,
3 J E DRUGSTORE,pharmacy,"Foodcourt Victorias Commercial Center, De Leon St., Brgy. II, Victorias, Negros Occidental",,
AYIEN'S DRUGMART,pharmacy,"Muyco Street, Poblacion, Dingle, Iloilo",,
CHME BOTIKA MART,pharmacy,"Corner Rodriguez -Yulo St., Purok Million Flower, Brgy. 34, Bacolod, Negros Occidental",,
Chipperdome Pharma Trading,pharmacy,"#3 Comm Building Burgos Ave, Estefania, Bacolod, Negros Occidental",,
MEDXPERT PHARMACY,pharmacy,"BRGY. SAN PEDRO, JARO, Iloilo City, Iloilo",,
H AND S DRUG KABANKALAN,pharmacy,"SITIO MOJON, BARANGAY 1, Kabankalan, Negros Occidental",,
RIGHT AID PHARMACY,pharmacy,"Barangay Jalaud Norte, Zarraga, Iloilo",,
GENERIKA DRUGSTORE,pharmacy,"Stall No. FI-1, Sigma Public Market,  Brgy. Poblacion Norte, Sigma, Capiz",,
ZRNBIOCORE INC.,pharmacy,"Door 1, G/F Cischo Dormitory Building, Brgy. Mabolo Delgado Street, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Mahogany Bldg., Blk 11 & 12, Magsaysay Ave., Brgy. Singcang-Airport, Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"RBV Bldg., Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz",,
The Generics Pharmacy,pharmacy,"Felisa Rd. and Cattleya St. Paghidaet, Barangay Mansilingan, Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"Roxas Avenue, Kalibo, Aklan",,
FAMILYHEALTH & BEAUTY CORP.,pharmacy,"GF City Mall Jaro, McArthur Highway, Brgy. Tagbak, Jaro, Iloilo City, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Capt. Sabi St., Brgy. Zone 4-A, Talisay, Negros Occidental",,
MERCURY DRUG,pharmacy,"Immaculate Heart of Mary Avenue, Pueblo De Panay, Brgy. Lawa-an, Roxas, Capiz",,
Farmacia Natividad,pharmacy,"Rodillado Building, Provincial HIghway, Brgy. Rumbang , Pototan, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Lopez Jaena St., Brgy. 1, Pob., Hinigaran, Negros Occidental",,
PALMES PHARMACY,pharmacy,"Palmes Bldg., Luna St., Brgy. San Nicolas, Lapaz, Iloilo City, Iloilo",,
SOUTH STAR DRUG,pharmacy,"Robinsons Place Roxas, Pueblo De Panay, Brgy. Lawa-an, Roxas, Capiz",,
KHRYSNA PHARMACY,pharmacy,"Poblacion, Caluya, Antique",,
GENERIKA DRUGSTORE,pharmacy,"MLT, Bldg. Unit 2, Minglanilla St., Brgy. Suba, Calatrava, Calatrava, Negros Occidental",,
E .V. Z. PHARMACY,pharmacy,"Q. Abeto St., Mandurriao, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Gustilo St., San Carlos, Negros Occidental",,
SOUTHSTAR DRUG ,pharmacy,"Araneta Alunan Streets Purok Sunshine, Barangay 36, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Barangay Poblacion, Carles, Iloilo",,
FARMACIA STA. ELENA,pharmacy,"Teresa Magbanua  St., Pototan, Pototan, Iloilo",,
"FAMILYHEALTH & BAUTY CORP.,",pharmacy,"Cor. Circumferencial Road and Burgos St., Brgy. Villamonte, Bacolod, Negros Occidental",,
SUPER K DRUG VII,pharmacy,"Estancia, Estancia, Iloilo",,
NAZ PHARMA,pharmacy,"Felix Gorriceta Jr. Avenue, Brgy. Aganan, Pavia, Iloilo",,
PABULUM DRUGSTORE,pharmacy,"YULO DRIVE, BARANGAY QUEZON AREVALO, Iloilo City, Iloilo",,
"ST. MARINA KIDNEY & MEDICAL SPECIALTY PHARMACY, INC.",pharmacy,"Door#3, J&E Bldg., B.S. Aquino Drive, Brgy. 5, Bacolod, Negros Occidental",,
ADN PHARMACY,pharmacy,"Brgy. Poblacion, Batad, Iloilo",,
WVCS PHARMACY,pharmacy,"Leganes Public Market, Leganes, Iloilo",,
ADN PHARMACY,pharmacy,"Brgy. Poblacion, Batad, Iloilo",,
FAMILYHEALTH & BEAUTY CORP.,pharmacy,"GF Savemore Supermarket, Rizal St., Silay, Negros Occidental",,
RM DIABETES HEALTH OPTIONS (PHARMACY),pharmacy,"Unit 2 G/F Nord Medical Hub, 101 B.S. Aquino Drive, Brgy. Villamonte, Bacolod, Negros Occidental",,
CABANAS DRUGSTORE,pharmacy,"Brgy. 1, Ilog, Negros Occidental",,
FARMACIA DELA CRUZ,pharmacy,"Roxas Ave. Ext, Kalibo, Aklan",,
M.G. Generics Pharmacy,pharmacy,"Ibajay Public Market, Dalisay Street, Poblacion, Ibajay, Aklan",,
MAGDALENA MULTI-PURPOSE COOPERATIVE (MAM-PC),pharmacy,"Magdalena, Anini-y, Antique",,
FAMILYHEALTH & BEAUTY CORP.,pharmacy,"GF SM City Bacolod North Wing, Brgy. 12 Poblacion, Reclamation Area, Bacolod, Negros Occidental",,
FARMACIA BENJAMIN 1,pharmacy,"Roxas Avenue, Roxas, Capiz",,
NEGROS GRACE PHARMACY,pharmacy,"Prince Hypermart, Brgy. II-Poblacion, Himamaylan, Negros Occidental",,
GRACE PHARMACY,pharmacy,"Space G64, Ayala Malls Capitol Central, Barangay 8, Bacolod, Negros Occidental",,
AGUIRRE DRUGSTORE,pharmacy,"National Road, President Roxas, Capiz",,
THE GENERICS PHARMACY,pharmacy,"Amar Emporium, 168 Bldg., San Antonio, Brgy. Sum-ag, Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"Bypass Road, Brgy. San Sebastian, Santa Barbara, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Northpoint Bldg., B.S. Aquino Drive, Bacolod, Negros Occidental",,
"WATSONS PERSONAL CARE STORES (PHILS) INC.,",pharmacy,"SM Delgado cor. Valeria-Delgado Sts., Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Barangay CC EL, 98 St., Jaro, Iloilo City, Iloilo",,
DIVINE PROVIDER PHARMACY,pharmacy,"Brgy. Poblacion Ilaud, Zarraga, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"E. Reyes Avenue, Poblacion, Zone 2, Estancia, Iloilo",,
MERCURY DRUG,pharmacy,"Gen. Luna St., Brgy. Sampaguita, Iloilo City, Iloilo",,
ROSE PHARMACY,pharmacy,"Room 102, G/F Maryville Bldg., Delgado St., Iloilo City, Iloilo",,
SOUTH STAR DRUG,pharmacy,"Robinson's Supermarket Roxas, Robinson's Place Roxas, Pueblo De-Panay, Brgy. Lawa-an, Roxas, Capiz",,
SUPER K DRUG - XVII,pharmacy,"Public Market, Pob. Tabuc, Mambusao, Capiz",,
NEGROS GRACE PHARMACY,pharmacy,"Blk. DMC-C, Dry Market, Murcia Tinabuay Market, Murcia, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Corner San Juan-Rizal Sts., Bacolod, Negros Occidental",,
"PUREGOLD PRICE CLUB, INC.",pharmacy,"Guanzon Street, Barangay 3, Kabankalan, Negros Occidental",,
BOTIKANG PINOY INC.,pharmacy,"CORNER E. LOPEZ & DEL CARMEN STS., JARO, ILOILO CITY, Iloilo City, Iloilo",,
3M Pharmacy,pharmacy,"Stall #2, Building 1, Public Market, Barangay Poblacion, Buruanga, Aklan",,
GBX PHARMACY,pharmacy,"Binalbagan Public Market, Don Pedro Yulo St., Brgy. San Pedro, Binalbagan, Negros Occidental",,
RX TRADE DRUGSTORE,pharmacy,"Sitio Carmen Sian, Hda Fe, Escalante, Negros Occidental",,
FAMILYHEALTH & BEAUTY CORP.,pharmacy,"Zone I – GF City Mall, Din-Iwid, Brgy. Balabag, Boracay Island, Malay, Aklan",,
MERCURY DRUG,pharmacy,"HDH Merchandising Building, Zone II, Barangay Aganan, Pavia, Iloilo",,
FOURMULA 1 + BOTIKA NG BAYAN (F1+BNB),pharmacy,"Brgy. Poblacion (Centro), Laua-an, Antique",,
PIROTE PHARMACY,pharmacy,"Door 3 1st Floor Lorelli's Dormitory corner E. Lopez-San Vicente Sts., Jaro, Iloilo City, Iloilo",,
BARTELL DRUGSTORE,pharmacy,"Q. ABETO ST., MANDURRIAO, BRGY Q. ABETO MIRASOL TAFT SOUTH (QUIRINO ABETO), ILOILO CITY, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Mabini St., Brgy. Osmeña, Iloilo City, Iloilo",,
A & M MEDCARE PRODUCT DISTRIBUTORS,pharmacy,"5th Lacson Street, Barangay 17, Bacolod, Negros Occidental",,
MEDS4LESS PHARMA INC.,pharmacy,"Room 106 VLI Medical Plaza, Bacolod, Negros Occidental",,
. BASELINE PHARMA CORP. ,pharmacy,"G/F Units 2 & 3, SRDCI Bldg., Libertad Extension, Barangay Taculing, Bacolod City, Bacolod, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Lopues Annex Bldg., Lacson St., Mandalagan, Bacolod, Negros Occidental",,
DISTRIPHIL PHARMACY,pharmacy,"Fast Logistics Warehouse Compound, Brgy. Lapuz Norte, Lapuz, Iloilo City, Iloilo",,
MILAJUN DRUGSTORE,pharmacy,"MALUNDA ST., POB. ILAWOD, Cuartero, Capiz",,
CDK PHARMACY,pharmacy,"Barangay Atabay, San Jose, Antique",,
BABE DELA CRUZ PHARMACY,pharmacy,"Poblacion, Banga, Aklan",,
ROSE PHARMACY,pharmacy,"Rep. Salazar St., Barangay 5, San Jose, Antique",,
SOUTH STAR DRUG,pharmacy,"Robinsons Supermarket Robinsons Place Pavia Zone 02, Barangay Ungka II, Pavia, Iloilo",,
SOUTH STAR DRUG,pharmacy,"Robinsons Supermarket Robinsons Place Pavia Zone 02, Barangay Ungka II, Pavia, Iloilo",,
NEGROS GRACE PHARMACY,pharmacy,"Metro Plaza, Bacolod, Negros Occidental",,
978 PHARMACY,pharmacy,"Roxas Street, Brgy. Pob. II, Sagay, Negros Occidental",,
BACTING PHARMACY,pharmacy,"Barangay Poblacion, Banate, Iloilo",,
TRES NIÑAS PHARMACY,pharmacy,"Poblacion VII (Barangay VII), Roxas, Capiz",,
Botika ng Bayan,pharmacy,"Rizal Street, Guimbal, Iloilo",,
JUAN MEDSTOP SHOP,pharmacy,"No. 16 C.V. Ramos avenue, Brgy. Taculing, Bacolod, Negros Occidental",,
COLLIN'S PHARMACY,pharmacy,"Guanzon Street, Barangay 5, Kabankalan, Negros Occidental",,
Negros Grace Pharmacy,pharmacy,"Lopue's Value Store Bldg., Marañon St., Pob. II, Sagay, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Felisa Rd. and Cattleya St. Paghidaet, Barangay Mansilingan, Bacolod, Negros Occidental",,
MTR PHARMACY,pharmacy,"Capt. Sabi Street, Brgy. Zone 12, Talisay, Negros Occidental",,
DAILYMED PHARMACY ,pharmacy,"Barangay Dancalan, Ilog, Negros Occidental",,
SILAY ST. MARY'S DRUGSTORE,pharmacy,"Bldg. 2, Public Market, Gomez St., Silay, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Rizal St., Ilawod, Pontevedra, Capiz",,
RIGHT AID PHARMACY,pharmacy,"JALAUD NORTE, Zarraga, Iloilo",,
MERCURY DRUG,pharmacy,"La Estrella Bldg., Roxas Avenue Extension, Brgy. Andagao, Kalibo, Aklan",,
THE GENERICS PHARMACY,pharmacy,"R. Tabiana St., Brgy. Poblacion, Leon, Iloilo",,
GENERIKA DRUGSTORE,pharmacy,"Poblacion, Banga, Aklan",,
ROSE PHARMACY,pharmacy,"E. Lopez St. corner Javellana, Jaro, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"G/F Solanoy Carillo Fuerte Bldg., Roxas Ave. Ext., Andagao, , Kalibo, Aklan",,
Farmacia Ni Dok,pharmacy,"Ambulong North, Manocmanoc, Malay, Aklan",,
MEDFLEXX PHARMACY,pharmacy,"Block 8 Lot 32&34 Providencia Subd, Barangay Ajilis, Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"Araneta St., Purok San Miguel, Brgy. Sum-ag, Bacolod, Negros Occidental",,
DM & 3J'S PHARMACY,pharmacy,"Fenete St., District III, Sibalom, Antique",,
Mercury Drug,pharmacy,"HDH Merchandising Bldg., Zone II, Brgy. Aganan, Pavia, Iloilo",,
GENERIKA DRUGSTORE,pharmacy,"Fenete St., District III, Sibalom, Antique",,
NEGROS GRACE PHARMACY,pharmacy,"Corner Hernaez-Dela Rama City Heights Subd., Brgy. Taculing, Bacolod, Negros Occidental",,
MERCURY DRUG,pharmacy,"Jose Alba Building, Mabini St., Barangay Poblacion, Kalibo, Aklan",,
JHIME PHARMACY,pharmacy,"Muyco St., Dingle, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Alvarez Street, Brgy.  Zone 7, Pulupandan, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"B.S. Aquino Drive, Capitol Shopping Center, Villamonte, Bacolod, Negros Occidental",,
GENERIKA DRUGSTORE,pharmacy,"Zone VI-Balabag Ext., Boracay Island, Malay, Aklan",,
GENERIKA DRUGSTORE,pharmacy,"Brgy. Zone III ,Villena St., Cadiz, Negros Occidental",,
NEGROS GRACE PHARMACY,pharmacy,"Burgos-Hilado Streets, Bacolod, Negros Occidental",,
GCare Drugstore,pharmacy,"Zone 4, Sambag Jaro, Iloilo City, Iloilo",,
MERCURY DRUG,pharmacy,"Roxas Avenue corner L. Barrios Street, Poblacion, Kalibo, Aklan",,
TRI-O PHARMA,pharmacy,"Brgy. Atabay, San Jose De Buenavista, San Jose , San Jose, Antique",,
SINCERE DRUGSTORE ,pharmacy,"Burgos St., Brgy. 17, Bacolod, Negros Occidental",,
SOUTH STAR DRUG ,pharmacy,"Robinson's Supermarket Bacolod, Lacson St., , Brgy. Mandalagan, Bacolod, Negros Occidental",,
DCS PHARMACY,pharmacy,"Purok Mangga, Brgy. Tabugon, Kabankalan, Negros Occidental",,
SUPER K DRUG-XIX,pharmacy,"Villa Rica Business Park, Brgy. Banica, Roxas, Capiz",,
NANING PHARMACY,pharmacy,"Villareal Highway,Pob. Tabuc, Mambusao, Capiz",,
HQ CURE CENTER CORPORATION,pharmacy,"J.C. Zulueta St., Poblacion South, Oton, Iloilo",,
"ANGELO ADENO PHARMACY, MEDICAL AND LABORATORY SERVICES",pharmacy,"Orbe St., Brgy. Baybay Norte, Miagao, Iloilo",,
Negros Grace Pharmacy,pharmacy,"Corner Hernaez-Dela Rama City Heights Subd., Brgy. Taculing, Bacolod, Negros Occidental",,
ACE G PHARMACY,pharmacy,"Cecilio Tady St., Brgy. Poblacion, Sara, Iloilo",,
G & C MEDICINE CENTER,pharmacy,"Phase IV D' Mall D' Boracay, Balabag, Boracay Island, Malay, Aklan",,
MERCURY DRUG,pharmacy,"La Estrella Bldg., Roxas Avenue Extension, Brgy. Andagao, Kalibo, Aklan",,
SSG PHARMACY ,pharmacy,"Rizal Ilawod St., Zone 1, Cabatuan, Iloilo",,
MEDI SHOPPE PHARMACY CO.,pharmacy,"4th St., Lawaan Subd., Brgy. Balantang, Jaro, Iloilo City, Iloilo",,
FASTLANE DRUGSTORE & MEDICAL CLINIC ,pharmacy,"2-C Lopez Jaena St., Brgy. San Isidro Jaro, Iloilo City, Iloilo",,
COSTCO MEDICINE SHOPPE,pharmacy,"Iznart St., Iloilo City, Iloilo",,
J. BELUSO DRUGSTORE,pharmacy,"Golden Paragon Mall, Brgy. Libot, Calinog, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Gaisano City, Brgy. Singcang - Airport, Bacolod, Negros Occidental",,
AEROSE DRUGSTORE,pharmacy,"Poblacion 2, Hamtic, Antique",,
Jan Januz Pharmacy,pharmacy,"Barangay 3, Poblacion, Tigbauan, Iloilo, Tigbauan, Iloilo",,
"FAMILYHEALTH & BEAUTY CORP.,",pharmacy,"Supermarket Area, Savemore Market GT Town Center, Pavia, Zone 02, Barangay Ungka II, Pavia, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Zamora St. , Barotac Nuevo, Iloilo",,
MEDIGREEN DRUGSTORE,pharmacy,"Nueva Street, Poblacion, Tibiao, Antique",,
NEGROS GRACE PHARMACY,pharmacy,"Metro Plaza, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Mahogany Bldg., Blk 11 & 12, Magsaysay Ave., Brgy. Singcang-Airport, Bacolod, Negros Occidental",,
BLANCAFLOR DRUGSTORE,pharmacy,"Rizal St., Barangay 4, Himamaylan, Negros Occidental",,
GEBIX PHARMA  PRODUCTS MARKETING ,pharmacy,"Brgy. Tabucan ,  , Barotac Nuevo, Iloilo",,
FARMACIA JVI,pharmacy,"Advincula Building, Mabini St., Poblacion, Kalibo, Aklan",,
THE GENERICS PHARMACY,pharmacy,"Door #3 Lot 11600A Montelibano St., Granada, Bacolod, Negros Occidental",,
MAREC'S PHARMACY,pharmacy,"Blk. 5 Bldg. 1 Burgos St., Brgy. II, Silay, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"Rivero St., Takas, Valderrama, Antique",,
SH & S ENTERPRISES,pharmacy,"MT. SINAI ST. MOUNTAIN VIEW SUBD., BRGY. MANDALAGAN, BACOLOD CITY, Bacolod, Negros Occidental",,
SUJAN'S PHARMACY,pharmacy,"Lot 1, Block 3, Zone 1, Margarita-Everlasting St., Bo. Obrero, Lapuz, Iloilo City, Iloilo",,
SOUTH HEALTH MEDICS PHARMA,pharmacy,"South Health Bldg., Tan Lorenzo St., Brgy. 3, Kabankalan, Negros Occidental",,
GENERIKA DRUGSTORE,pharmacy,"Stall No. Fl-1, Sigma Public Market, Brgy. Poblacion Norte, Sigma, Capiz",,
FAITH PHARMACY,pharmacy,"C-17 TG Investment Co. Inc. Bldg., Hilado St., Brgy. 20, Bacolod, Negros Occidental",,
THE GENERICS PHARMACY,pharmacy,"106 Olivar Bldg., Quintin Salas St., Jaro, Iloilo City, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Perimeter Block No. 50, N. Aguilar Mall, Poblacion, Sagay City, Sagay, Negros Occidental",,
MERCURY DRUG,pharmacy,"AANDA Bldg., Araneta St., Brgy. Poblacion, Bago, Negros Occidental",,
SINGGO PHARMACY,pharmacy,"Huervana St., Lopez Jaena St., Brgy. Railway, La Paz, Iloilo City, Iloilo",,
HINOLAN PHARMACY,pharmacy,"Jison Bldg., Rizal St., Brgy. 1, Silay, Negros Occidental",,
LOBLYN'S PHARMACY,pharmacy,"Zone 3,  Bacuyangan, Hinoba-an, Negros Occidental",,
JDN PHARMACY,pharmacy,"Plaza Burgos, Burgos Street, Brgy. 9, Bacolod, Negros Occidental",,
FAMILYHEALTH & BEAUTY CORP.,pharmacy,"GF Savemore Supermarket, Rizal St., Silay, Negros Occidental",,
LILIA DELFIN PHARMACY,pharmacy,"San Lorenzo St., Panitan, Capiz",,
ARNAEZ DRUGSTORE,pharmacy,"Necesito St., Poblacion, Laua-an, Antique",,
ILOILO GRACE PHARMACY,pharmacy,"28 Rizal St., Brgy. Laguda, Lapaz, Iloilo City, Iloilo",,
MERCEDES ILOILO DRUG HOUSE,pharmacy,"Trinity House Bldg., Q. Abeto St., Mandurriao, Iloilo City, Iloilo",,
JIBRIEL DRUGSTORE,pharmacy,"Tamborong, San Lorenzo, Guimaras",,
"WATSONS PERSONAL CARE STORES (PHILS) INC.,",pharmacy,"G/F SM City Iloilo, Benigno S. Aquino Avenue, Iloilo City, Iloilo",,
LINDERO PHARMACY,pharmacy,"Public Market, Lambunao, Iloilo",,
JAN JANUZ PHARMACY,pharmacy,"Barangay 3 Poblacion, Tigbauan, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"Door 2, Victoria F. Gensol Bldg. Burgos St. Brgy. Villamonte, Bacolod, Negros Occidental",,
XL PHARMACY & MEDICAL SUPPLIES,pharmacy,"Door No. 8, Plaza Burgos St., Brgy. 9, Bacolod, Negros Occidental",,
MERZ PHARMACY,pharmacy,"159 Q. Abeto St., Mandurriao, Iloilo City, Iloilo",,
SUKIJAH PHARMACY,pharmacy,"Melliza Street, Poblacion Ilaud, Zarraga, Iloilo",,
BOTICA CARMEN,pharmacy,"Tupas St., Brgy. 5 (Poblacion), Tigbauan, Iloilo",,
THE GENERICS PHARMACY,pharmacy,"888 China Town Mall Annex Bldg., Barangay 8, Bacolod, Negros Occidental",,
FARMACIA ALMAQUER,pharmacy,"Zone 1, Mclain, Buenavista, Guimaras",,
PALMA'S PHARMACY,pharmacy,"Ma-ao Barrio, Bago, Negros Occidental",,
KING LEE PHARMACY,pharmacy,"Mueda-Penaranda Sts., Brgy. Baybay Sur, Miagao, Iloilo",,
HEALTHSURE DRUG & CONVENIENCE STORE,pharmacy,"Taldelore St., Barangay 1, Tigbauan, Iloilo",,
SUPER K DRUG CORPORATION,pharmacy,"Pob. Ilaya, Panay, Capiz",,
XL PHARMACY & MEDICAL SUPPLIES,pharmacy,"Door No. 8, Plaza Burgos St., Brgy. 9, Bacolod, Negros Occidental",,
MAICA MAY PHARMACY,pharmacy,"Cordova Street, Barangay 5, Kabankalan, Negros Occidental",,
BOTICA FATIMA ,pharmacy,"Brgy. Atabay, San Jose, Antique",,
MJM PHARMACY ,pharmacy,"Barotac Nuevo Public Market, Barangay, Ilaud Poblacion, Barotac Nuevo, Iloilo",,
