REGION,CHD,PROVINCE,CITY,COMPLETE ADDRESS,OWNERSHIP,NAME OF CLINIC,NO. OF STATION,HEAD OF THE FACILITY,CONTACT NUMBER,VALIDITY
REGION 7,CENTRAL VISAYAS,Cebu,"Naga City, Cebu","Vicente Mendiola Center for Health, Brgy. East, Poblacion, City of Naga, Cebu",PVT,"NEPHRO SYNERGIES, INC.",15,Dr. Julius John A. Serrano,032-3451784,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 7,CENTRAL VISAYAS,CEBU,Talisay City,"4th Floor, Building A, South Coast Center, South Cebu, National Highway, City of Talisay, Cebu",PVT,"CEBU KIDNEY DIALYSIS DOCTORS AND SPECIALIST, INC.",10,Dr. Julius John Serrano,032-2735156,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 7,CENTRAL VISAYAS,CEBU,Talisay City,"One Stop Lagtang, Brgy. Lagtang, Talisay City`",,"RENO CARE HEMODIALYSIS CENTER OF CEBU, INC.",12,Dr. Jeanne Margaret,9752218507,"Aug. 3, 2022 to Dec. 31, 2024"
REGION 7,CENTRAL VISAYAS,BOHOL,,"CPG, Brgy. Balintawak, Talibon, Bohol",PVT,BOHOL RENAL CARE AND DIAGNOSTIC CENTER ,10,Dr. Uriel Baclayon,0995-4743977/ 0927-1522139,"April 8, 2021 to Dec. 31, 2023"
REGION 7,CENTRAL VISAYAS,BOHOL,Tagbilaran City,"117 Miguel Parras St., Poblacion III, Tagbilaran City, Bohol",PVT,TAGCOM DIALYSIS CENTER CORPORATION,4,Dr. Iris I. Gonzales,038-4112886/ 4124815,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 7,CENTRAL VISAYAS,BOHOL,Tagbilaran City,"Lim Hong Kho Medical Arts & Wellness Center, 151 Celestino Gallares St., Brgy. Poblacion, Tagbilaran City, Bohol",PVT,TAN CHAY DUAN RENAL CENTER,15,Dr. Valerie Marie Sepe,0917-6570443,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 7,CENTRAL VISAYAS,BOHOL,Tagbilaran City,"100-A CPG East Avenue, Poblacion 1, Tagbilaran City, Bohol",PVT,"CROSS RENAL HEALTH, INC. ",11,Dr. Maricel B. Cabagnot,0916-4503024 / 0918-6664310,"April 26, 2021 to Dec. 31, 2023"
REGION 7,CENTRAL VISAYAS,BOHOL,Tagbilaran City,"0079 Benigno Aquino Ave., Brgy. Booy, Tagbilaran City, Bohol",PVT,HEMOCARE DIALYSIS CENTER ,10,Dr. Ronald B. Sales,0912-4302934,"Sept. 24, 2021 to Dec. 31, 2023"
REGION 7,CENTRAL VISAYAS,NEGROS ORIENTAL,Dumaguete City,"The Market Place, Dumaguete Business Park, Calindagan Road, Dumaguete City, Negros Oriental",PVT,"NEPHROLOGY CENTER OF DUMAGUETE CITY DIALYSIS, INC.",15,Dr. Kenneth T. Coo,02-3767148 / 02-3767860,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 8,EASTERN VISAYAS,Southern Leyte,,"Concepcion St. Zone 1, Sogod, Southern Leyte",PVT,DIVINE MERCY DIALYSIS CENTER ,8,Dr.. Garnet John D. Quirong,0917-7050097,"April 16, 2021 to Dec. 31, 2023"
REGION 8,EASTERN VISAYAS,Southern Leyte,Maasin City,"E. Cabrera Street, Tunga-tunga, Maasin City, Southern Leyte",PVT,DIOCESE OF MAASIN DIALYSIS CENTER WITH LABORATORY,8,Dr. Romina R. Sajulga,535700922/0935638944,"Jan.1, 2022 to Dec.31, 2024"
REGION 8,EASTERN VISAYAS,LEYTE,Ormoc City,"Osmeña St. cor. San Pablo, Ormoc City",PVT,FRESENIUS KIDNEY CARE,14,Dr. Mercedita V. Piamonte,053-5613023/09178094197,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 8,EASTERN VISAYAS,LEYTE,Tacloban City,"Purok 4, Maharlika Highway, Brgy. 91, Abucay Road, Tacloban, Leyte",PVT,NEPHROLINE DIALYSIS CENTER,8,Dr. Joyce Rosario A. Matoza-Serna,053-8323526,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 8,EASTERN VISAYAS,LEYTE,Tacloban City,"Ninoy Aquino Ave., Brgy. 92, Apitong Road, Tacloban City, Leyte",PVT,R8 H.I. DIALYSIS CENTER,10,Dr. Belen C. Diamante,53-8883318/09052198188,"Jan.1, 2022 to Dec.31, 2024"
REGION 8,EASTERN VISAYAS,LEYTE,Tacloban City,"306 Real Street, Brgy. #31, Pampango District,TAcloban City, Leyte",PVT,TACLOBAN DIALYSIS CARE INC.,15,Dr. Catherine A. Chu,053-8303386,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 8,EASTERN VISAYAS,LEYTE,Tacloban City,"UCCP Compound, Real St., Brgy. 54, Tacloban City, Leyte",PVT,UNITED CHURCH OF CHRIST IN THE PHILIPPINES,5,Dr. Catherine A. Chu,053-8321169,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 8,EASTERN VISAYAS,NORTHERN SAMAR,,"846 G.H. Del Pilar, Brgy. Mabolo, Catarman, Northern Samar",PVT,SUREMED DIALYSIS & URGENT CARE CENTER,10,Dr. Mel-hatra I. Arakama,9062808977,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 8,EASTERN VISAYAS,EAST SAMAR,Borongan City,"Brgy. Balud, Borongan City, Eastern Samar",PVT,SAINT FRANCIS DE ASSISSI DIALYSIS CENTER,5,Dr. Johann Roselo A. Jaya,,"Jan. 22, 2021 to Dec. 31, 2023"
REGION 9,ZAMBOANGA PENINSULA,BASILAN,Isabela City,"East Side Brgy. Veterans Isabela City, Basilan",PVT,BASILAN KIDNEY CARE CENTER INC.,9,Dr. Adamier P. Abdulla,0917 2007605,"Mar. 24, 2021 to Dec. 31, 2023"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA DEL NORTE,Dipolog City,"Padre Ramon corner Malvar St., Brgy. Miputak Dipolog City",PVT,"DIPOLOG CITY DIALYSIS CENTER, INC.",10,Dr. Genievieve A. Doble,09484523262 / 09550564118,"Jan.1, 2022 to Dec.31, 2024"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga City,"Gov. Lim Avenue Poblacion, Zamboanga City, Zamboanga del Sur",PVT,"NEPHRO ALLIANCE VENTURES, INC.",20,Dr. Adamier P. Abdulla,9177998039,"Dec. 16, 2020 to Dec. 31, 2022"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Pagadian City,"2/F BMD Bldg., F.S. Pajares Ave. cor. Samson St., Pagadian City, Zamboanga del Sur",PVT,"NEPHROLOGY CENTER OF PAGADIAN CITY DIALYSIS, INC.",15,Dr. Marites Dimaano-Racuya,062 2158257,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA DEL SUR,Zamboanga del Sur,"2/F LHB Bldg. II, Veterans Ave., Zamboanga City, Zamboanga del Sur",PVT,ZAMBOANGA DIALYSIS CENTER (BRENT) ,15,Dr. Ryan Andrew Alfonso,062-9820770/09173033029,"June 21, 2021 to Dec. 31, 2023"
REGION 9,ZAMBOANGA PENINSULA,Zamboanga del sur,Zamboanga City,"Veterance Avenue Extension, Sta. Maria Zamboanga City, Zamboanga del Sur",PVT,WEST METRO MEDICAL CENTER,12,Mr. Ramon H Diaz,(062) 991-2506,"Jan. 3, 2022 to Dec. 31, 2024"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Magsaysay St. Poblacion Ipil, Zamboanga Sibugay",PVT,PAG-ASA DIALYSIS AND DIAGNOSTIC CENTER,3,Dr. Said J. Sahi,975403948,"Jan. 20, 2022 to Dec. 31, 2024"
REGION 9,ZAMBOANGA PENINSULA,ZAMBOANGA SIBUGAY,,"Door 10-12 Toho Center, Purok Tambis, Brgy. Zanito, Ipil, Zamboanga Sibugay",PVT,PAG-ASA DIALYSIS AND DIAGNOSTIC CENTER,10,Dr. Said J. Sahi,9178096129,"Jan. 20, 2022 to Dec. 31, 2024"
REGION 10,NORTHERN MINDANAO,BUKIDNON,Valencia City,"Purok 17-A, Sayre Highway, Hagkol Poblacion, Valencia City, Bukidnon",PVT,"NEPHROLOGY CENTER OF VALENCIA BUKIDNON DIALYSIS, INC.",10,Dr. Evelyn B. Ravelo,088-8285054,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 10,NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Zone 7, Kauswagan Highway, Carmen, Cagayan de Oro City",PVT,ARC MEDCARE SOLUTIONS AND SERVICES INC.,8,Dr. Karen G. Gonzales,09178206522/088-8593859,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 10,NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Blessed Mother College Bldg., Tiano Bros., corner Kalambaguhan St., Brgy. 14, Cagayan de Oro City, Misamis Oriental",PVT,GOLDEN KIDNEY SPECIALISTS DIALYSIS CORPORATION,27,Dr. Antonio R. Carpio,08822-8817918/09177019752/09177004390/08822-8592134,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 10,NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"Militante Bldg., Lapasan Highway, Cagayan de Oro City, Misamis Oriental",PVT,NEPHROLOGY CENTER OF CAGAYAN DE ORO DIALYSIS INC.,15,Dr. Sandra P. Oliveros,8822520,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 10,NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan de Oro City,"# 88 J. Ebarle, Brgy. 30, Cagayan de Oro City, Misamis Oriental",PVT,"NORTHERN MINDANAO DIALYSIS CLINIC, INC.",9,Dr. Philip Neri O. Lazo,088-8561596/09067980959/09368225715,"Jan.1, 2022 to Dec.31, 2024"
REGION 10,NORTHERN MINDANAO,MISAMIS ORIENTAL,Cagayan d Oro City,"D9 Priderock Business Park, Gusa, Cagayan De Oro City, Misamis Oriental",PVT,SAN RAPHAEL DIALYSIS CENTER INCORPORATED,15,Dr. Murshida Alonto-Panolo,9062869839,"July 27, 2020 to Dec. 31, 2022"
REGION 10,NORTHERN MINDANAO,MISAMIS OCCIDENTAL,Ozamiz City,"2/F Graceland Regency Developers Bldg., Capistrano St., 50th Brgy., Ozamiz City, Misamis Occidental",PVT,KIDNEY CARE CENTER,10,Dr. Joemer B. Balaoro,09175268870/09173210784/088-5462384,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 10,NORTHERN MINDANAO,MISAMIS OCCIDENTAL,Oroquieta City,"G/F D' Fortune Commercial Center, Independence St., Lower Lamac, Oroquieta City, Misamis Occidental",PVT,ST. THERESE DIALYSIS CENTER,12,Dr. Sheena Rose I. Buaquiña,09177270326/088-5450881/09101198584/09173208145/088-5212381/09178004981/09452250685,"Jan.1, 2022 to Dec.31, 2024"
REGION 10,NORTHERN MINDANAO,LANAO DEL NORTE,Iligan City,"CM Building, San Miguel cor. Burgos St., Brgy. Poblacion, Iligan City, Lanao del Norte",PVT,ILIGAN HEMODIALYSIS CENTER INC.,15,Dr. Nur-Hannah B. Burungawan,0917-1071680,"Mar. 13, 2020 to Dec. 31, 2022"
REGION 10,NORTHERN MINDANAO,LANAO DEL NORTE,Iligan City,"2002 G/F Frewill Bldg., Tibanga Highway, San Miguel, Iligan City, Lanao del Norte",PVT,"NEPHROLOGY CENTER OF ILIGAN DIALYSIS, INC.",15,Dr. Kathleen Joy G. Garingarao,09426500725/09273023056/2282219,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"RAQ Bldg., Marang Rd. cor. J.P. Laurel Ave., Davao City",PVT,"DAVAO DIALYSIS CENTER, INC. ",22,"Dr. Trisha Michelle V. Manalaysay, FPCP, FPSN",0917-7002072/0917-6202570,"Aug. 17, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"Mcarthur Highway Dumoy, Davao City, Davao Del Sur",PVT,DAVAO DOCTORS HOSPITAL (CLINICA HILARIO) INC.,14,"Mark Anthony A. Tom, MD",822264770,"Feb. 18, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"Door 2-5 Juliana Arcade, San Pedro Extension cor. Marfori, Davao City, Davao del Sur",PVT,FRESENIUS KIDNEY CARE,11,"Dr. Jeanette Romano Ybiernas, FPCP, FPSN",222974/2917819/09156359391/09178572390,"Jan.1, 2022 to Dec.31, 2024"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"4th Floor, Metro Davao Medicaland Research Center, Km 4. 4, J.P. Laurel Avenue, Bajada, Davao City",PVT,FRESENIUS KIDNEY CARE,21,Maria Theresa L. Bad-Ang,082-2877777 local 5500,"Feb. 18, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"4/F Metro Davao Medical & Research Center, Km. 4, J.P. Laurel Ave., Davao Ciity",PVT,NEPHROCARE,16,Dr. Maria Theresa L. Bad-ang,0917-5174073,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"Door No. 6, P.I. Carriedo Bldg., J. P. Laurel Avenue, Davao City",PVT,"NEPHROLOGY CENTER OF DAVAO, INC.",15,Dr. Gemma B. Tiu,082-2226802,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"3rd Floor Beghard Bldg., Alexian Brothers Health & Wellness Center, McArthur Highway, Matina, Davao City",PVT,"NEPHROLOGY CENTER OF ALEXIUS, INC.",30,Dr. Franklin B. Guillano,082-2974355/2939605,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"Lot 6, Blk. 14, Km. 6, C.P. Garcia Avenue, Buhangin, Davao City",PVT,"NEPHROLOGY CENTER OF BUHANGIN DAVAO, INC.",15,Dr. Mark Anthony A. Tom,082-2959193/2872036,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"JL Building, Mintal Highway Tugbok, Davao City, Davao del Sur",PVT,NEPHROMED ASIA-DAVAO CITY MINTAL ,7,Dr. Vida Rose Danielle K. Acosta Villanueva,96772461965,"Nov. 17, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"Ground Floor FTC Tower #1034 Mt. Apo St. Davao City, Davao Del Sur",PVT,"RENAISSANCE DIALYSIS CENTER, INC.",67,Dr. Shannon Bradley L. Co,082-2249249/0959991645,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Davao City,"RDL Bldg., F. Torres St., Davao City",PVT,VIDA DIALYSIS CENTER PHILS.,23,Dr. Maria Theresa G. Bañes,02-5550311/09258678600,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Digos City,"C & T Complex, Purok Tangigue, Doña Aurora St., Digos City, Davao Del Sur",PVT,FRSENIUS KIDNEY CARE,20,Dr. Chito Cornejo,09178228411/09213182378,"Sept. 21, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL SUR,Digos City,"8002 Lapu-lapu St,Zone 1, South Digos, Digos City, Davao Del Sur",PVT,"IR3 HOSPITAL SOLUTION CONSULTANCY & PHARMACEUTICALS, INC.",20,Dr. Frank Guillano,6322676326/6321902/09079716324,"Jan. 20, 2022 to Dec. 31, 2024"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL NORTE,Panabo City,"Rivera Medical Center, #7302 Brgy. San Francisco, Panabo City, Davao del Norte",PVT,"NEPHROLOGY CENTER OF PANABO CITY, INC.",15,Dr. Franklin B. Guillano,084-3092835,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL NORTE,Tagum City,"Unit 1-8 CT North Commercial Building, Brgy. Apokon, Tagum City, Davao Del Norte",PVT,FRESENIUS KIDNEY CARE,20,Dr. Karen Ann B. Querequincia,084-2167926,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL NORTE,Tagum City,"Apokon Road, Tagum City, Davao del Norte",PVT,K CLINIC DIALYSIS AND LABORATORY CENTER,14,Dr. Mark Anthony A. Tom,9666812280,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 11,SOUTHERN MINDANAO,DAVAO DEL NORTE,Tagum City,Davao Del Norte,PVT,"NEPHROLOGY CENTER OF TAGUM CITY, INC",15,Dr. Aileen Herceda,084-6556941,"Jan.1, 2022 to Dec.31, 2024"
REGION 12,SOCCSKSARGEN,COTABATO,,"G/F CLAR Building, Caballero St., Poblacion 3, Midsayap, Cotabato",PVT,FRESENIUS KIDNEY CARE,19,Dr. Pamela B. Mamaluba,09178225838/09173216574/064-5210048/09178592883,"Jan.1, 2022 to Dec.31, 2024"
REGION 12,SOCCSKSARGEN,,Cotabato City,"2/F La Patria Bldg., Quezon Avenue, Rosary Heights 2, Cotabato City",PVT,"NEPHROTECH DIALYSIS & DIAGNOSTIC CENTER, INC.",4,Dr. Pamela B. Mamaluba,5520093/09177203693,"Jan.1, 2022 to Dec.31, 2024"
REGION 12,SOCCSKSARGEN,SULTAN KUDARAT,,"National Highway, Kolambog, Isulan Sultan Kudarat",PVT,JUAN NEPHRO DIALYSIS CENTER ,12,Dr. Demi Suzanne Dy Ong,9172007605,"June 29, 2021 to Dec. 31, 2023"
REGION 12,SOCCSKSARGEN,SULTAN KUDARAT,Tacurong City,"National Highway, Purok Rosas, Brgy. Buenaflor, Tacurong City, Sultan Kudarat",PVT,"NURSIA DIALYSIS TACURONG, INC.",18,Dr. Nenia May B. Batulayan,9988683083,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 12,SOCCSKSARGEN,SOUTH COTABATO,Koronadal City,"1st Floor, UGA Bldg., General Santos Drive, Brgy. Zone 4, Koronadal City, South Cotabato",PVT,"NURSIA DIALYSIS, INC.",16,Dr. Floherna F. Diccion,083-8780448/2287618/09177227230,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 12,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Brgy. Obrero, Dadiangas North, National Highway, General Santos City",PVT,"NURSIA DIALYSIS, INC.",20,Dr. Maria Socorro Dequito-Santican,09297914589/083-5523760/083-3058047,"Jan.10, 2022 to Dec.31, 2024"
REGION 12,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Door No. A22 ECA Bldg., National Highway, General Santos City",PVT,TUFAMATO DIALYSIS AND WELLNESS CENTER,6,Dr. Arnelia Bersales-Masendo,083-5522268/09232708394,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 12,SOCCSKSARGEN,SOUTH COTABATO,General Santos City,"Quirino Avenue, Brgy. Dadiangas South, General Santos City",PVT,VIDA DIALYSIS CENTER PHILS.,20,Dr. Nenia May B. Batulayan,09258644322/083-5530561/09257990711,"Jan. 25, 2022-Dec. 31, 2024"
REGION 13,CARAGA,SURIGAO DEL NORTE,Surigao City,"Km. 4, Brgy. Luna, Surigao City, Surigao del Norte",PVT,"CARAGA RENAL CARE, INC.",13,Dr. Romina Rusillon-Sajulga,086-8260440/09305363111/09173268871/8273358/09508536424,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 13,CARAGA,SURIGAO DEL SUR,,"Cantilan, Surigao Del Sur",PVT,AVITUS KIDNEY CARE AND DIALYSIS CENTER CORP. -CANTILAN ,15,Dr. Andrea Loise Gorgolon Licuan,0917 534 5111,"June 23, 2021 to Dec. 31, 2023"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"R. Calo St., Diego Silang, Butuan City, Agusan del Norte",PVT,MANUEL J. SANTOS HOSPITAL,18,Dr. Rafael B. Sy,085-3414133/2255621/3412222 loc 375,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"Butuan Medical Center, Km. 5, Purok 6, Brgy. Tiniwisan, Butuan City, Agusan del Norte",PVT,"NEPHRO SYNERGIES, INC.",8,Dr. Deanna Rae Libarios,8600-8161426,"Jan. 1, 2021 to Dec. 31, 2023"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"Units 10-15 R.C. Intino Bldg., Pareja Subd. Cor. J.C. Aquino Ave., Butuan City",PVT,"NEPHROLOGY CENTER OF CARAGA, INC.",12,Dr. Rafael Sy,085-3414488/3418488/091087112889/09559975915/09102278812,"Jan. 1, 2022 to Dec. 31, 2024"
REGION 13,CARAGA,AGUSAN DEL NORTE,Butuan City,"Km 3 Hidalgo Village, JC Aquino Ave., Libertad, Butuan City, Agusan del Norte",PVT,VIDA DIALYSIS CENTER PHILS.,18,Dr. Odilio Uy Yu,9256385050,"Jan. 1, 2020 to Dec. 31, 2022"
REGION 13,CARAGA,AGUSAN DEL SUR,,"Purok 2, Hubang, San Francisco, Agusan del Sur",PVT,VIDA DIALYSIS CENTER PHILS.,11,Dr. Floravil M. Mabras,09774307441/09258644322,"June 9, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,BENGUET,,"Street Mae Bahong, Brgy. Camp Dangwa, La Trinidad, Benguet",PVT,AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION ,26,Dr. Kristine R. Claridad,9176537821,"Nov. 19, 2021 to Dec. 31, 2023"
CORDILLERA,CAR,BENGUET,,"Rm. 8 Benguet General Hospital, Km. 5, Pico, La Trinidad, Benguet",PVT,"BENGUET PREMIUM KIDNEY CARE CENTER, INC.",7,Dr. Josefina L. Luspian,074-6190842/09175071184,"Jan. 1, 2022 to Dec. 31, 2024"
CORDILLERA,CAR,BENGUET,,"First Floor, PHO Bldg., La Trinidada, Benguet",PVT,"BENGUET RENAL CENTER, INC.",9,Dr. Virginia G. Biteng,074-4227290/09175642230,"Jan. 1, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,BENGUET,,"Lutheran Hospital Compound, Abatan, Buguias, Benguet",PVT,"ST. THERESA DIALYSIS CENTER, INC.",10,Dr. Ian Feb G. Alquiza,9778198340,"Dec. 3, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,BENGUET,Baguio City,"28 Lower P. Burgos St., Sto. Niño Jesus Medical Center, Baguio City, Benguet",PVT,"ASIA NEPHROLOGY CARE, INC.",16,Dr. Josefina L. Luspian,074-4224571/09183470057,"Jan. 1, 2021 to Dec. 31, 2023"
CORDILLERA,CAR,BENGUET,Baguio City,"Unit 5, 6 & 7 Casa Vallejo, Bldg. II, Upper Session Road, Baguio City",PVT,AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,13,Dr. Virginia Mangati,9176537821,"Feb. 18, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,BENGUET,Baguio City,"4F CYA Centrum, Military Cut-Off, Baguio City",PVT,"B. BRAUN AVITUM PHILIPPINES, INC.",18,Dr. Ria Baby M. Requiero,632-5885668/5885600/09175153649,"Jan. 1, 2021 to Dec. 31, 2023"
CORDILLERA,CAR,BENGUET,Baguio City,"Ground Floor, Midland Courier Building, 16 Kisad Road, Baguio City",PVT,"CORDILLERA KIDNEY SPECIALISTS, INC.",15,Dr. Vivianne Untalan,074-4243484/09178680060/074-2481204/09264377485,"Jan. 1, 2022 to Dec. 31, 2024"
CORDILLERA,CAR,BENGUET,Baguio City,"Lower Ground Floor, Leonard Wood Terraces Road, Baguio City, Benguet",PVT,SAINT MARINA KIDNEY CENTER INC.,15,Dr. Rochelle marie R. Turqueza,0977-8198340,"Jan. 2, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,IFUGAO,,"National Highway, Mabatobato, Lamut, Ifugao",PVT,KIANGAN MEDICAL CARE,8,Dr. Ruby Cheryl Menia,09171059360/09158436823/09667458070,"Jan. 1, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,KALINGA,Tabuk City,"Kalinga Provincial Hospital, Bulanao, Tabuk City, Kalinga",PVT,"SAINT MARY KIDNEY CARE, INC.",10,Dr. Ian Feb G. Alquiza,9778298340,"Dec. 28, 2020 to Dec. 31, 2022"
CORDILLERA,CAR,ABRA,,"Capitulacion, Brgy. Calaba, Bangued, Abra",PVT,THE SHEPHERD'S PILLAR KIDNEY CARE AND DIALYSIS UNIT,14,Dr. Amor Rhea C. Quilala,074-7525863/09175023527/6146216,"Jan. 1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Manila,"1221 Juan Nolasco St., Tondo, Manila",PVT,"B. BRAUN AVITUM PHILS., INC.",10,Dr. Ma. Asuncion Contreras Turgano,02-2435451/5885600,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Manila,"Gat Andres Bonifacio Memorial Medical Center, #8001 Delpan St., Tondo, Manila",PVT,"B. BRAUN AVITUM PHILS., INC.",55,Dr. Florante Tuazon,09175153647/5885600/2476270,"Jan.1, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Manila,"463 Remedios St., Malate, Manila",PVT,"HEMOTEK RENAL CENTER, INC.",16,Dr. Charito P. Malang-Consolacion,5361091 / 0917-9270114,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"2015 Herrera St. cor. J.P. Rizal Ave., Sta. Cruz, Manila",PVT,"I.M. HEALTH MEDICAL SERVCIES AND WELLNESS CENTER, INC.",18,Dr. Ma. Lourdes Chua-Garcia,3546600/7429762/09988551748 /,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"2355 Legarda cor. Manrique Sts., Brgy. 416, Zone 42, Sampaloc, Manila",PVT,KIDNEY LIFE SPECIALTY CLINIC AND DIALYSIS CENTER,11,Dr. Florencio T. Ong,09178016555/5863346/2304174,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"1428 Joshua Bldg., Taft Ave., Ermita, Manila",PVT,"KIDNEYPRO DIALYSIS CENTER, INC.",12,Dr. Rachelle Reyleigh Geronimo-Duruin,85222515,"Nov. 4, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Manila,"1567 Leon Guinto, 628 Malate, Manila",PVT,LIVEWELL DIALYSIS CENTER OF MANILA INC. ,10,Dr. Alsun Cabarles,02-4159869656/09163241371,"Dec. 7, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"1963 Taft Avenue, Malate, Manila",PVT,"NEPHROLOGY CENTER OF MANILA, INC.",15,Dr. Christine Joy M. Aguatis,5365108-10,"Jan. 1, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"3343 Ramon Magsaysay Boulevard, Sta. Mesa, Manila",PVT,"NEPHROLOGY CENTER OF MANILA, INC.",15,Dr. Stephanie Andres,87131166,"Jan. 1, 2022 to Dec. 31, 2024"
NCR,METRO MANILA,,Manila,"Radial Road 10, Bonifacio Drive, Port Area, Manila",PVT,PHILIPPINE RED CROSS,15,Dr. Janice Kristine D. Refe-Friolo,09165141006/ 09175019926 /,"Feb. 26, 2021 to Dec. 31, 2023"
NCR,METRO MANILA,,Manila,"1457 A. Leon Guinto St., Ermita, Manila",PVT,RENAL FRIENDLY DIALYSIS CENTER INC.,7,Dr. Myra L. Ngo,2512898/09178998331/82512198,"Jan. 8, 2020 to Dec. 31, 2022"
NCR,METRO MANILA,,Manila,"1415 M.H. Del Pilar, Brgy. 668, Zone 072, Ermita, Manila",PVT,ST. JANUARIUS RENAL HEALTHCARE CORP.,5,Dr. Rosella M. Noche,09065760309/09399059013/2311483/09154628230/82311483,"Feb. 4, 2020 to Dec. 31, 2022"
